6,Physical Geography Fieldwork,['Question: Assess the potential impacts that human activities could have on the physical processes and landscape features of a coastal environment. [6 Mark(s)]']
8,Physical Geography Fieldwork,"['Question: Evaluate the effectiveness of different data collection methods used in physical geography fieldwork, providing examples to support your argument. [8 Mark(s)].']"
2,Human Geography Fieldwork,['Question: Explain one method that geographers could use to collect data on traffic flow in a chosen area. [2 Mark(s)].']
4,Human Geography Fieldwork,['Question: Explain four potential challenges that researchers might face when collecting primary data for human geography fieldwork. [4 Marks].']
6,Human Geography Fieldwork,['Question: Assess the potential challenges and benefits that can be encountered when conducting fieldwork studies in an urban environment. [6 Mark(s)].']
8,Human Geography Fieldwork,['Question: Assess the potential strengths and limitations of using questionnaire surveys as a method for collecting data in human geography fieldwork. [8 Mark(s)].']
2,Human Geography Fieldwork,['Question: Identify two methods a geographer might use to collect qualitative data in a fieldwork study. [2 Mark(s)].']
6,Human Geography Fieldwork,['Question: Assess the advantages and potential challenges of conducting a traffic count as a method of data collection in a city of your choice. [6 Mark(s)].']
8,Human Geography Fieldwork,['Question: Evaluate the strengths and limitations of using questionnaires as a data collection method in human geography fieldwork. [8 Mark(s)].']
4,Economic activity and energy,['Question: Explain how the extraction of non-renewable energy resources can impact the economic development of a country. [4 Mark(s)].']
6,Economic activity and energy,['Question: Assess the impact of renewable energy sources on the economic development of a country or region of your choice. [6 Mark(s)].']
8,Economic activity and energy,['Question: Evaluate the advantages and disadvantages of using renewable energy sources in comparison to non-renewable energy sources in developed and developing countries. [8 Mark(s)].']
4,Economic activity and energy,['Question: Explain how the development of renewable energy sources can impact the economy of a country. [4 Mark(s)].']
6,Economic activity and energy,['Question: Assess the potential economic and environmental impacts of a country heavily investing in renewable energy sources. [6 Mark(s)].']
2,Rural environments,['Question: Identify two impacts of rural depopulation on the local economy. [2 Mark(s)].']
4,Rural environments,['Question: Explain the impact of rural depopulation on the development of sustainable agriculture in less economically developed countries. [4 Marks].']
8,Rural environments,['Question: Evaluate the impact of rural-urban migration on the socio-economic and environmental aspects of rural areas. [8 Mark(s)].']
2,Rural environments,['Question: Explain one way in which rural depopulation can impact the economy of a rural area. [2 Mark(s)].']
6,Rural environments,['Question: Assess the impact of rural depopulation on the social and economic aspects of a rural environment of your choice. [6 Mark(s)].']
8,Rural environments,['Question: Evaluate the impacts of rural to urban migration on the socio-economic development of both rural and urban environments. [8 Mark(s)].']
2,Urban environments,['Question: Explain one social consequence of rapid urbanisation in a developing country of your choice. [2 Mark(s)].']
6,Urban environments,['Question: Assess the impact of urban sprawl on both the physical and human environment in a city of your choice. [6 Mark(s)].']
8,Urban environments,"['Question: Analyse the impacts of urban growth on the social, economic and environmental aspects of a city of your choice. [8 Mark(s)].']"
2,Urban environments,['Question: Explain one reason why urban sprawl can lead to environmental issues. [2 Mark(s)].']
6,Urban environments,['Question: Assess the impact of urban sprawl on both the natural environment and the quality of life for residents in a city of your choice. [6 Mark(s)].']
8,Urban environments,['Question: Evaluate the socio-economic impacts of rapid urbanisation in a developing country of your choice. [8 Mark(s)].']
4,Fragile environments and climate change,['Question: Explain the potential impact of global warming on the distribution of species in fragile environments. [4 Mark(s)].']
8,Fragile environments and climate change,"['Question: Analyse the potential impacts of climate change on a fragile ecosystem of your choice, considering both environmental and socio-economic factors. [8 Mark(s)].']"
2,Fragile environments and climate change,['Question: Explain one way in which human activity contributes to climate change. [2 Mark(s)].']
4,Fragile environments and climate change,['Question: Explain the potential impacts of climate change on the coral reef ecosystems. [4 Mark(s)].']
8,Fragile environments and climate change,['Question: Evaluate the effectiveness of different strategies that can be used to manage the impacts of climate change in fragile environments. [8 Mark(s)].']
2,Globalisation and migration,['Question: Explain one way in which globalisation has impacted migration patterns. [2 Mark(s)].']
4,Globalisation and migration,['Question: Explain two impacts of globalisation on migration patterns in developing countries. [4 Marks].']
8,Globalisation and migration,['Question: Evaluate the impact of globalisation on migration patterns in a country of your choice. [8 Mark(s)].']
2,Globalisation and migration,['Question: Explain one way in which globalisation has impacted migration patterns. [2 Mark(s)].']
6,Globalisation and migration,['Question: Assess the impacts of globalisation on the patterns of migration in the contemporary world. [6 Mark(s)].']
2,Development and human welfare,['Question: Explain one way in which Non-Governmental Organisations (NGOs) contribute to the development of a country. [2 Mark(s)].']
4,Development and human welfare,['Question: Explain the impact of the digital divide on social and economic development in developing countries. [4 Mark(s)].']
6,Development and human welfare,['Question: Assess the impact of urbanisation on the human development index (HDI) of a country of your choice. [6 Mark(s)].']
2,Development and human welfare,['Question: Explain one way in which the level of development in a country can affect the standard of human welfare. [2 Mark(s)].']
4,Development and human welfare,['Question: Explain how the level of development in a country can impact the provision and access to healthcare services. [4 Mark(s)].']
6,Development and human welfare,['Question: Assess the impact of rapid urbanisation on the socio-economic development and the human welfare in a developing country of your choice. [6 Mark(s)].']
8,Development and human welfare,"['Question: Evaluate the impacts of tourism on the economy, society and environment in a developing country of your choice. [8 Mark(s)]']"
4,Human Geography Fieldwork,['Question: Explain how data collection methods used in human geography fieldwork can impact the validity of the results. [4 Mark(s)].']
6,Human Geography Fieldwork,['Question: Assess the potential benefits and limitations of using questionnaires as a data collection method in human geography fieldwork. [6 Mark(s)].']
2,Human Geography Fieldwork,['Question: Explain one method of data collection you would use in a fieldwork study of traffic congestion in a city. [2 Mark(s)].']
4,Human Geography Fieldwork,['Question: Explain two methods a geographer might use to collect data on population density in an urban area. [4 Mark(s)].']
6,Human Geography Fieldwork,['Question: Assess the potential challenges and benefits that may be encountered when conducting fieldwork in an urban area. [6 Mark(s)].']
