6,Hazardous environments ,"['Question: Assess the effectiveness of both short-term responses and relief measures such as emergency aid, shelter and supplies, and longer-term planning strategies including risk assessment, hazard mapping and rebuilding programmes in managing the impacts of earthquakes. [6 Mark(s)].']"
8,Hazardous environments ,"['Question: Analyse the effectiveness of different strategies used in the short-term response and relief after an earthquake, including emergency aid, shelter and supplies. [8 Mark(s)].']"
2,Economic activity and energy ,['Question: Explain one negative impact of economic sector shifts in a named developing country. [2 Mark(s)].']
4,Economic activity and energy ,['Question: Explain the positive and negative impacts of economic sector shifts in a named developed country. [4 Mark(s)].']
6,Economic activity and energy ,"['Question: Assess the impact of globalisation and mechanisation on the changes in the number of people employed in the primary, secondary and tertiary sectors in a country of your choice. [6 Mark(s)].']"
8,Economic activity and energy ,"['Question: Evaluate the advantages and disadvantages of non-renewable and renewable energy sources, considering their impact on people and the environment. [8 Mark(s)].']"
2,Economic activity and energy ,['Question: Explain one reason for the changes in the number of people employed in the tertiary sector due to globalisation. [2 Mark(s)].']
4,Economic activity and energy ,['Question: Explain the factors that might affect the location of economic activity in the tertiary sector and how these factors can change over time. [4 Marks]']
6,Economic activity and energy ,"['Question: Assess the advantages and disadvantages of using non-renewable sources such as coal, oil, natural gas, uranium and shale gas/oil for energy production. [6 Mark(s)].']"
8,Economic activity and energy ,"['Question: Analyse the advantages and disadvantages of both non-renewable and renewable sources of energy, taking into account their impact on people and the environment. [8 Mark(s)].']"
2,Rural environments ,['Question: Explain one strategy aimed at making rural living more sustainable and improving the quality of life for a chosen rural environment. [2 Mark(s)].']
4,Rural environments ,['Question: Explain how humans modify and change ecosystems in a rural environment to obtain food through intensive farming systems. [4 Mark(s)].']
6,Rural environments ,['Question: Assess the impact of rural-urban migration on the changing farm economy and landholdings in a named developing or emerging country. [6 Mark(s)].']
8,Rural environments ,['Question: Evaluate the effectiveness of various strategies aimed at improving the quality of life and making rural living more sustainable in a chosen rural environment. [8 Mark(s)].']
2,Rural environments ,['Question: Explain one strategy aimed at improving the quality of life in a chosen rural environment. [2 Mark(s)].']
4,Rural environments ,['Question: Explain the impact of counter-urbanisation on the rural environment of a developed country of your choice. [4 Mark(s)].']
6,Rural environments ,"['Question: Assess the ways in which humans modify and change ecosystems and rural environments to obtain food through different farming systems, using examples of both arable and pastoral, commercial and subsistence, intensive and extensive farming. [6 Mark(s)].']"
8,Rural environments ,['Question: Analyse the impacts of suburbanisation and counter-urbanisation on the rural environments in a developed country of your choice. [8 Mark(s)].']
2,Urban environments ,['Question: Explain one urban challenge related to waste disposal demands in a named developed country. [2 Mark(s)].']
6,Urban environments ,['Question: Assess the impact of factors such as population growth and industrialisation on the emergence of megacities over the last 50 years. [6 Mark(s)].']
8,Urban environments ,['Question: Analyse the factors that have contributed to the emergence of megacities and the problems associated with rapid urbanisation. [8 Mark(s)].']
4,Fragile environments and climate change ,['Question: Explain how technology can be used to resolve water-resource shortages in fragile environments under threat from desertification. [4 Mark(s)].']
6,Fragile environments and climate change ,['Question: Assess the impacts of both natural climate change and human activities on the enhancement of the greenhouse effect. [6 Mark(s)].']
6,Fragile environments and climate change ,"['Question: Assess the social, economic and environmental impacts of desertification on agricultural output, malnutrition, famine, and migration. [6 Mark(s)].']"
8,Fragile environments and climate change ,"['Question: Evaluate the impacts of human activities such as industry, transport, energy, and farming on the enhancement of the greenhouse effect. [8 Mark(s)].']"
2,Globalisation and migration ,['Question: Explain one approach used by the government of a named developing country to make tourism more sustainable. [2 Mark(s)].']
4,Globalisation and migration ,['Question: Explain how the World Trade Organization (WTO) and Transnational Corporations (TNCs) have played a role in creating a more globalised economy. [4 Mark(s)].']
6,Globalisation and migration ,"['Question: Assess the positive and negative impacts of the growth of mass tourism on the economy, environment and people of destination areas. [6 Mark(s)].']"
8,Globalisation and migration ,"['Question: Evaluate the effectiveness of different approaches to make tourism more sustainable from individuals, organisations and governments in a named developed and a named emerging or developing country. [8 Mark(s)].']"
2,Globalisation and migration ,['Question: Explain one approach to make tourism more sustainable in a named developed country. [2 Mark(s)].']
4,Globalisation and migration ,['Question: Explain the positive and negative impacts of the growth of global tourism on the economy and people of destination areas. [4 Mark(s)].']
6,Globalisation and migration ,['Question: Assess the different approaches used by a developed country and an emerging or developing country to make tourism more sustainable. [6 Mark(s)].']
8,Globalisation and migration ,"['Question: Analyse the role of global institutions such as the WTO, IMF and TNCs in creating a more globalised economy, considering both the benefits and drawbacks. [8 Mark(s)].']"
2,Development and human welfare ,['Question: Explain one advantage and one disadvantage of a bottom-up development project used to promote development in a named emerging country. [2 Mark(s)].']
4,Development and human welfare ,['Question: Explain how measures of inequality and indices of political corruption can impact the development and human welfare of a country. [4 Mark(s)]']
6,Development and human welfare ,['Question: Assess the advantages and disadvantages of top-down and bottom-up development projects used to promote development in a named developed and a named emerging or developing country. [6 Mark(s)].']
8,Development and human welfare ,['Question: Analyse the advantages and disadvantages of top-down and bottom-up development projects used to reduce the development gap in a named developed and a named emerging or developing country. [8 Mark(s)].']
2,Development and human welfare ,['Question: Explain one social factor that has led to uneven development between countries. [2 Mark(s)].']
4,Development and human welfare ,['Question: Explain the advantages and disadvantages of a top-down development project used to promote development in a named developed country. [4 Mark(s)].']
6,Development and human welfare ,['Question: Assess the advantages and disadvantages of top-down and bottom-up development projects used to promote development in a named developed and a named emerging or developing country. [6 Mark(s)].']
8,Development and human welfare ,['Question: Evaluate the advantages and disadvantages of top-down and bottom-up development projects used to promote development in a named developed and a named emerging or developing country. [8 Mark(s)].']
